iter	Logloss
191	0.3183734246
192	0.3174178216
193	0.3164661428
194	0.3158012561
195	0.3152442216
196	0.3145641809
197	0.3140316892
198	0.313352432
199	0.3124112657
200	0.3116731077
201	0.3104370851
202	0.3094506988
203	0.308764691
204	0.308009155
205	0.3071601707
206	0.3064018477
207	0.3055030228
208	0.3047146458
209	0.3037703081
210	0.3029599577
211	0.3022393121
212	0.3015507952
213	0.3008612431
214	0.3002135679
215	0.2993649658
216	0.2985783508
217	0.2978409374
218	0.2970330844
219	0.2965914664
220	0.29580006
221	0.2953056452
222	0.2946349286
223	0.2939438472
224	0.2930446845
225	0.2924454727
226	0.2917049943
227	0.2909911079
228	0.2902863575
229	0.2894274769
230	0.2886488461
231	0.2877951502
232	0.2870755314
233	0.2862057247
234	0.2856079819
235	0.2849549464
236	0.2840285697
237	0.283298409
238	0.2825481196
239	0.281811747
240	0.2812848145
241	0.2808990298
242	0.2802507062
243	0.279744814
244	0.2793253195
245	0.2788967089
246	0.2780734258
247	0.2774696682
248	0.2768473433
249	0.276271639
250	0.2757390285
251	0.2751126619
252	0.2745691207
253	0.2738398318
254	0.2730633415
255	0.2723046217
256	0.2715981081
257	0.2711354444
258	0.2701856879
259	0.2695056923
260	0.2689725306
261	0.2685213396
262	0.2679349059
263	0.2672707491
264	0.2668540058
265	0.2659841227
266	0.2651766847
267	0.2646130928
268	0.263893149
269	0.263138508
270	0.2626797478
271	0.2621955768
272	0.2614366927
273	0.2608365901
274	0.260282727
275	0.2595137808
276	0.2588053546
277	0.2577174596
278	0.2570684988
279	0.2565019644
280	0.2560111229
281	0.2552590488
282	0.2546168165
283	0.2542024536
284	0.2534309876
285	0.2526935934
286	0.2518150219
287	0.2510917835
288	0.2506025078
289	0.2501700311
290	0.2496893437
291	0.2488335345
292	0.2481916839
293	0.2477246231
294	0.247319819
295	0.2464601842
296	0.2459503992
297	0.2449974742
298	0.2442448902
299	0.2437332499
300	0.242900228
301	0.2423067083
302	0.2417693571
303	0.241406813
304	0.2411044564
305	0.2403954668
306	0.2397638935
307	0.2392977551
308	0.2386694175
309	0.23829023
310	0.2377916667
311	0.2375175041
312	0.2370244522
313	0.2364303541
314	0.2360750939
315	0.2354903956
316	0.2351645321
317	0.2345365057
318	0.2337887141
319	0.233170687
320	0.2326452339
321	0.2320516732
322	0.2314946463
323	0.2311243746
324	0.2306939652
325	0.2300441271
326	0.2296217659
327	0.2291307292
328	0.2287111419
329	0.2283525588
330	0.2277287271
331	0.227241431
332	0.2267259275
333	0.2260435831
334	0.2254746867
335	0.2248828151
336	0.2243579428
337	0.2237503872
338	0.2232331456
339	0.2227340871
340	0.2222355285
341	0.2217238425
342	0.2213342344
343	0.2207162797
344	0.2203601047
345	0.2200940984
346	0.2193468384
347	0.218872906
348	0.2183993703
349	0.2180791438
350	0.2175883112
351	0.2170043654
352	0.2166994198
353	0.2161714698
354	0.2156685441
355	0.2154012706
356	0.2147498094
357	0.2141568698
358	0.2137669856
359	0.2130034242
360	0.2126263722
361	0.212127734
362	0.211538504
363	0.211295791
364	0.2109687511
365	0.2105450845
366	0.2100829768
367	0.2094480345
368	0.2087484027
369	0.2083736511
370	0.2078599043
371	0.207290452
372	0.2069092218
373	0.2065642171
374	0.2062560216
375	0.206001695
376	0.2056814637
377	0.2051571779
378	0.2048888843
379	0.2046145221
380	0.2042691442
381	0.2038723574
382	0.2032642222
383	0.2029202552
384	0.2025986775
385	0.2022248724
386	0.2016652698
387	0.201283295
388	0.2007476809
389	0.2003969257
390	0.1999746553
391	0.1994263127
392	0.1990994409
393	0.1987830619
394	0.1984375104
395	0.1980903216
396	0.1976878835
397	0.1971155841
398	0.1966971605
399	0.1963538863
400	0.1959055031
401	0.1955090751
402	0.195062191
403	0.1945090054
404	0.1942464984
405	0.1939262089
406	0.1934768975
407	0.1932509169
408	0.192871853
409	0.1922870374
410	0.1918250206
411	0.1912956243
412	0.1910588802
413	0.19066499
414	0.1902162974
415	0.1899740932
416	0.1894652978
417	0.1890964294
418	0.1886724577
419	0.1881608502
420	0.187702376
421	0.1872890686
422	0.1868154311
423	0.1866318085
424	0.1862407004
425	0.1855919247
426	0.1851780401
427	0.184767297
428	0.1843361531
429	0.1839273438
430	0.1835558381
431	0.1830917655
432	0.1828179236
433	0.182312927
434	0.1817429009
435	0.1813054817
436	0.1809749485
437	0.1807093287
438	0.1801299491
439	0.1798892241
440	0.1795046319
441	0.1793159545
442	0.1788451851
443	0.1785260937
444	0.1781671484
445	0.1779734878
446	0.1776049864
447	0.1771817504
448	0.1768413447
449	0.1765300011
450	0.1762595615
451	0.175696162
452	0.1754668569
453	0.1751118918
454	0.1747676634
455	0.1744567521
456	0.1741514919
457	0.1739113225
458	0.1735004771
459	0.1730708177
460	0.1726491842
461	0.1723071704
462	0.1719593723
463	0.1716704298
464	0.1712079129
465	0.1708417468
466	0.1706570663
467	0.1701379471
468	0.1697912624
469	0.169351971
470	0.169048746
471	0.1687706897
472	0.1684896233
473	0.1683039632
474	0.1680175181
475	0.1676654522
476	0.1672744432
477	0.1668624451
478	0.166599577
479	0.1662173008
480	0.1657640593
481	0.1654348662
482	0.1651536416
483	0.1648936963
484	0.1646126941
485	0.1642193702
486	0.1639613156
487	0.1637363905
488	0.1633760254
489	0.16299866
490	0.1626762274
491	0.1622292585
492	0.1618077994
493	0.1615347352
494	0.161318105
495	0.1609878448
496	0.1604796077
497	0.1601255287
498	0.1597320697
499	0.1594163027
500	0.1590899583
501	0.1588217702
502	0.1584850511
503	0.1581550591
504	0.1578200877
505	0.1575892414
506	0.1571909187
507	0.1569796717
508	0.1566026716
509	0.1562459571
510	0.1559439243
511	0.1555499599
512	0.1553096111
513	0.1549937094
514	0.1546551368
515	0.1542326767
516	0.1539553988
517	0.1536561148
518	0.1532676359
519	0.1528528118
520	0.1524727794
521	0.152159341
522	0.1518138991
523	0.1515560593
524	0.1512226829
525	0.1509861892
526	0.150668616
527	0.1502739605
528	0.1500389802
529	0.1496207065
530	0.1492300501
531	0.1489923635
532	0.1486904636
533	0.1484198766
534	0.148183169
535	0.1479677834
536	0.1475800662
537	0.1472126561
538	0.1470187799
539	0.1467464047
540	0.1464907855
541	0.1461825459
542	0.1459041681
543	0.1455450497
544	0.145280805
545	0.1450517621
546	0.144841886
547	0.1445425983
548	0.1443230733
549	0.1440145907
550	0.143781759
551	0.1433650829
552	0.1430864192
553	0.1427868874
554	0.1423542677
555	0.1419627367
556	0.1417673139
557	0.1414499726
558	0.1411133901
559	0.140902975
560	0.1406757225
561	0.1403826197
562	0.1400135459
563	0.1397936239
564	0.1395978077
565	0.1392930339
566	0.1389472
567	0.1387816219
568	0.1384587822
569	0.1381911811
570	0.1378942391
571	0.1376537305
572	0.1373457582
573	0.1371496301
574	0.136878505
575	0.1365865588
576	0.1363992866
577	0.1361301272
578	0.1359678302
579	0.1356967654
580	0.1354647616
581	0.1350147905
582	0.134664193
583	0.1344181094
584	0.1341966981
585	0.1340393208
586	0.1337832395
587	0.133517599
588	0.1332934236
589	0.1328961321
590	0.1326174971
591	0.1323959105
592	0.1321035447
593	0.1318067116
594	0.1314412042
595	0.1311231122
596	0.1310285838
597	0.1306401824
598	0.1303192954
599	0.1301177579
600	0.1299363838
601	0.1295897994
602	0.1292440162
603	0.1290882349
604	0.1288500645
605	0.1286266403
606	0.1284761779
607	0.1281357744
608	0.1279732847
609	0.1277280062
610	0.1274797337
611	0.1272058755
612	0.1269528866
613	0.1268310543
614	0.126639643
615	0.1263829208
616	0.1261199557
617	0.1259296379
618	0.1257263419
619	0.1255562355
620	0.125368343
621	0.1251252674
622	0.1248155577
623	0.1245360304
624	0.1242754572
625	0.1239843157
626	0.1237118622
627	0.1233751753
628	0.1230663072
629	0.1228324452
630	0.1225384994
631	0.1222051337
632	0.1219780484
633	0.1217484773
634	0.1215471467
635	0.1213099726
636	0.1210572159
637	0.1208258056
638	0.1205895391
639	0.1203783762
640	0.1201455427
641	0.1199047202
642	0.1196880184
643	0.1195489419
644	0.1193386245
645	0.1190945547
646	0.1187907758
647	0.1185845424
648	0.1183239943
649	0.1181845811
650	0.117961216
651	0.1177906796
652	0.1175709652
653	0.1173975898
654	0.1172005163
655	0.116906069
656	0.1167017988
657	0.1164327213
658	0.1161995982
659	0.1159249058
660	0.1157547356
661	0.1154307203
662	0.1151692779
663	0.1147826209
664	0.1145928809
665	0.1143585565
666	0.1140634835
667	0.1138265651
668	0.1137049742
669	0.1135160947
670	0.1133160767
671	0.1130103893
672	0.1127991836
673	0.1124915632
674	0.1122972169
675	0.1120341647
676	0.1118464034
677	0.1116390319
678	0.1114704507
679	0.1112143597
680	0.1110886367
681	0.1109243162
682	0.1107078677
683	0.1105274941
684	0.1102921926
685	0.1100526422
686	0.1097904842
687	0.1095187959
688	0.1092697065
689	0.1089879219
690	0.1086538251
691	0.1084911202
692	0.1082553344
693	0.1080134511
694	0.1078415228
695	0.1075746121
696	0.1074187992
697	0.1072791269
698	0.1070535332
699	0.1068046213
700	0.1066683093
701	0.1064759543
702	0.1062560592
703	0.1060518497
704	0.1058473639
705	0.1056586949
706	0.1054965927
707	0.1053121968
708	0.1050784726
709	0.1048840976
710	0.1047244915
711	0.10454205
712	0.104363387
713	0.1040837963
714	0.1039091511
715	0.103682358
716	0.1034093751
717	0.1032214944
718	0.1030470977
719	0.1027940924
720	0.102590421
721	0.1024482555
722	0.1022075868
723	0.1020488429
724	0.1018116692
725	0.1016248711
726	0.1013150441
727	0.1011377549
728	0.100922621
729	0.1006491022
730	0.1004058592
731	0.1001678938
732	0.09991031838
733	0.09964013401
734	0.09951326615
735	0.0993417809
736	0.09914637205
737	0.09897041848
738	0.09871512764
739	0.09855818143
740	0.0983645186
741	0.09821734502
742	0.0980415318
743	0.09787646723
744	0.09766713329
745	0.09748017181
746	0.09729805982
747	0.09711073513
748	0.09696147415
749	0.09680126675
750	0.0966108117
751	0.09640978473
752	0.09623119334
753	0.09604806472
754	0.09584333274
755	0.09558791051
756	0.09543898476
757	0.09523937558
758	0.09508958528
759	0.0948808168
760	0.09463427271
761	0.09438203743
762	0.09416518669
763	0.09406654797
764	0.09381220719
765	0.09359983761
766	0.0934821363
767	0.09326504966
768	0.09307600349
769	0.09286470195
770	0.09265586797
771	0.09250449651
772	0.09234889275
773	0.0921891374
774	0.09206050973
775	0.09184830074
776	0.09166922754
777	0.09142499022
778	0.0912664101
779	0.09102599114
780	0.09080726693
781	0.09063595069
782	0.09041653534
783	0.09021905421
784	0.09006918736
785	0.08985839075
786	0.08965623565
787	0.0894958096
788	0.08941960225
789	0.08923117674
790	0.08902937119
791	0.08879874756
792	0.08863716113
793	0.0884659402
794	0.08826038759
795	0.08808352117
796	0.08789971585
797	0.08783364086
798	0.08761427566
799	0.08748662119
800	0.08728445067
801	0.0871158115
802	0.0869473707
803	0.08681580545
804	0.086622634
805	0.08649492789
806	0.08640462315
807	0.08620564796
808	0.08608556649
809	0.08594388234
810	0.08573549062
811	0.08549692039
812	0.08529724087
813	0.08507674652
814	0.08493734871
815	0.08483684173
816	0.08466245066
817	0.08436130028
818	0.08412229867
819	0.08394733896
820	0.08367229129
821	0.08343913136
822	0.0832943456
823	0.08311523988
824	0.08293283317
825	0.08272843369
826	0.08250910414
827	0.08238177292
828	0.08214192913
829	0.08196126326
830	0.08182479996
831	0.08160429762
832	0.08144852111
833	0.08131672451
834	0.08113083336
835	0.08101711272
836	0.08078326671
837	0.08054634202
838	0.08038044845
839	0.08017882154
840	0.08004272808
841	0.07986275593
842	0.07975498328
843	0.07951635433
844	0.07933620169
845	0.07918707024
846	0.07911625235
847	0.07895411749
848	0.07878520092
849	0.07860459903
850	0.07843875057
851	0.07827431602
852	0.07814829949
853	0.0779874242
854	0.07781435919
855	0.07765144463
856	0.07751372739
857	0.07733377507
858	0.0771633023
859	0.07695831325
860	0.07681510922
861	0.07660149352
862	0.07644418952
863	0.07621365895
864	0.07604364731
865	0.07586039011
866	0.07569836681
867	0.07553701591
868	0.07538946607
869	0.0751705542
870	0.07497701885
871	0.07483348246
872	0.0746210174
873	0.07441264976
874	0.07425323014
875	0.07412976787
876	0.07395034773
877	0.0737505461
878	0.07362038691
879	0.07347535524
880	0.07332725959
881	0.07311738457
882	0.07292625697
883	0.0727169868
884	0.07253627438
885	0.07232925081
886	0.07210793501
887	0.0719158582
888	0.07176525219
889	0.07158149655
890	0.07145283624
891	0.07129439335
892	0.07109555483
893	0.07094553695
894	0.07078966318
895	0.07067104123
896	0.07055366085
897	0.07037351569
898	0.07022045885
899	0.07000333039
900	0.06989610655
901	0.06973443505
902	0.06958474086
903	0.06947197119
904	0.06931107333
905	0.06916640707
906	0.06900768498
907	0.06885782599
908	0.06868510885
909	0.0685376281
910	0.06838255046
911	0.06822925132
912	0.06804094806
913	0.0679204982
914	0.06778500013
915	0.06765072095
916	0.06749383945
917	0.06735143258
918	0.06723056506
919	0.06710022188
920	0.06692523468
921	0.06677714756
922	0.06658907544
923	0.06646015859
924	0.06629930956
925	0.06619127583
926	0.06607307145
927	0.06597484636
928	0.06578285415
929	0.06566390143
930	0.0655261622
931	0.06537250075
932	0.06523952533
933	0.06511674861
934	0.06496302708
935	0.06482849275
936	0.06466320864
937	0.06450560386
938	0.0643296324
939	0.06414570796
940	0.06397821862
941	0.06383832789
942	0.06368234078
943	0.06353416891
944	0.0634089024
945	0.0632419642
946	0.06308438257
947	0.06292667507
948	0.06275248593
949	0.06259282903
950	0.06245642047
951	0.06229760554
952	0.06216370415
953	0.06199489292
954	0.06185491273
955	0.06170576406
956	0.06156128596
957	0.06141967778
958	0.061301536
959	0.06114009976
960	0.06098988638
961	0.06083678886
962	0.06074276945
963	0.06055301103
964	0.06045353213
965	0.06032589539
966	0.06020599768
967	0.06005472941
968	0.05992491758
969	0.0598233228
970	0.0596963847
971	0.05951961793
972	0.05938071676
973	0.05926689407
974	0.05917942334
975	0.0590501419
976	0.05889573991
977	0.0587635343
978	0.05862455018
979	0.05847887185
980	0.05836192983
981	0.05828604373
982	0.05818184203
983	0.05806864691
984	0.05795182565
985	0.05784767736
986	0.05770997394
987	0.05758468374
988	0.05743172573
989	0.05726167622
990	0.05713210777
991	0.05703327769
992	0.05690625232
993	0.05680308773
994	0.05666520149
995	0.05656830846
996	0.05642576873
997	0.05629607682
998	0.05617316265
999	0.05605619696
